394 2999 1406 841 3211
396 2999 1422 866 3211
397 2999 1433 869 3211
398 2998 1446 887 3212
399 2999 1461 904 3212
400 2999 1471 943 3213
401 2998 1493 979 3213
402 2999 1505 997 3215
403 2999 1521 1007 3218
404 2999 1536 1024 3218
405 2997 1544 1062 3221
406 2998 1553 1104 3223
407 2999 1566 1133 3228
408 2999 1581 1159 3231
409 2999 1589 1193 3234
410 2999 1598 1213 3239
411 2998 1603 1238 3242
412 2999 1607 1244 3247
413 2999 1629 1266 3247
414 2999 1638 1301 3252
415 2999 1652 1334 3259
416 2998 1661 1358 3264
417 2999 1670 1386 3273
418 2999 1668 1392 3277
419 2999 1680 1391 3282
420 2999 1680 1431 3283
421 2999 1689 1498 3288
422 2998 1699 1526 3294
423 2998 1703 1538 3304
424 2999 1730 1544 3311
425 2999 1749 1562 3316
426 2998 1771 1579 3319
427 2999 1796 1594 3322
428 2999 1803 1592 3332
429 3000 1812 1593 3335
430 2999 1829 1594 3335
431 2999 1831 1604 3335
433 2999 1833 1610 3336
434 2999 1839 1607 3340
435 2999 1846 1619 3343
436 2998 1867 1636 3345
437 2999 1877 1671 3348
438 2999 1888 1678 3355
439 2997 1909 1700 3365
440 2999 1928 1724 3368
441 2999 1938 1745 3373
442 2999 1951 1761 3380
443 2998 1957 1766 3389
444 2999 1986 1771 3393
445 2999 1989 1778 3394
446 2999 1992 1787 3395
447 2999 2001 1793 3397
448 2999 2016 1797 3400
449 2999 2026 1820 3400
450 2999 2044 1830 3405
451 2999 2055 1846 3409
452 2999 2072 1859 3413
453 2999 2090 1883 3418
455 2999 2101 1905 3419
456 2998 2108 1915 3426
457 2999 2117 1937 3429
458 2999 2123 1947 3434
459 2999 2129 1959 3438
460 2998 2135 1971 3443
461 2999 2149 1983 3447
462 2995 2158 1992 3455
463 2999 2164 2001 3457
464 2999 2172 2023 3468
465 2999 2190 2034 3471
466 2998 2202 2044 3476
467 2998 2212 2052 3482
468 2998 2231 2057 3486
469 2999 2253 2062 3489
470 2999 2263 2061 3495
471 2999 2276 2057 3500
472 3000 2290 2057 3506
473 2997 2302 2060 3512
474 2999 2313 2070 3514
475 2999 2327 2080 3519
476 2999 2334 2121 3529
477 2998 2345 2134 3536
478 2998 2360 2148 3538
479 2999 2378 2164 3540
480 3000 2383 2174 3545
482 2999 2382 2174 3550
483 2997 2392 2180 3556
484 2999 2395 2180 3559
485 2999 2406 2193 3562
486 2999 2414 2196 3565
487 2998 2417 2207 3567
488 2999 2418 2246 3571
489 2999 2420 2278 3573
490 2999 2417 2294 3581
491 2999 2427 2308 3589
492 2998 2445 2323 3597
493 2999 2455 2333 3603
494 2999 2463 2334 3616
495 2998 2470 2351 3623
496 2999 2463 2346 3636
497 2999 2464 2342 3644
498 3000 2463 2343 3647
499 2998 2467 2344 3654
500 2997 2449 2329 3675
501 2997 2449 2338 3684
502 2996 2438 2338 3706
503 2999 2425 2340 3725
504 2997 2411 2343 3744
505 2999 2395 2339 3761
506 2997 2372 2323 3785
508 2999 2359 2306 3803
509 2995 2343 2294 3828
510 2995 2305 2267 3870
511 2999 2305 2275 3872
512 2995 2287 2255 3895
513 2999 2255 2226 3931
514 2999 2231 2197 3960
515 2999 2205 2161 3997
516 2998 2190 2145 4021
517 2997 2171 2118 4051
518 2999 2139 2086 4088
519 2994 2105 2046 4128
520 2998 2088 2026 4148
521 2998 2056 1995 4183
522 2999 2037 1979 4206
523 2999 2002 1948 4242
524 2998 1972 1924 4274
525 2998 1935 1899 4319
526 2998 1893 1860 4369
527 2998 1856 1824 4410
528 2997 1811 1774 4461
529 2998 1781 1739 4501
530 2998 1761 1711 4532
531 2999 1733 1674 4569
532 2999 1709 1643 4606
533 2999 1697 1628 4626
534 2998 1657 1587 4672
535 2998 1646 1572 4693
536 2997 1625 1556 4718
537 2998 1603 1534 4748
538 2996 1576 1502 4784
539 2999 1556 1485 4815
540 2998 1516 1445 4863
541 2997 1488 1419 4903
542 2994 1451 1382 4947
543 2999 1429 1359 4976
544 2997 1417 1335 5006
545 2996 1399 1310 5039
546 2998 1377 1288 5069
547 2997 1370 1277 5087
548 2997 1348 1249 5129
549 2999 1326 1234 5156
550 2998 1311 1217 5180
551 2999 1290 1188 5213
552 2998 1273 1170 5245
553 2995 1247 1141 5286
554 2999 1234 1128 5311
555 2999 1216 1105 5340
556 2999 1191 1098 5370
557 2999 1180 1088 5387
558 3000 1163 1069 5411
559 2999 1144 1054 5441
560 2998 1118 1029 5476
562 2998 1102 1012 5509
563 2997 1075 990 5548
564 2998 1059 974 5574
565 2997 1043 955 5603
566 2986 1018 927 5639
567 2999 1010 915 5660
568 2997 1008 900 5680
569 2997 999 888 5707
570 2997 980 862 5745
571 2999 967 855 5768
572 2999 953 842 5792
573 2999 936 828 5812
574 2998 932 818 5828
575 2999 925 810 5848
576 2995 899 785 5887
577 2997 874 768 5920
578 2999 859 761 5950
579 2996 847 759 5971
580 2998 841 754 5985
581 2998 826 737 6007
582 2995 811 715 6036
583 2999 814 702 6066
584 2998 818 703 6072
585 2998 824 704 6087
586 2997 825 695 6106
587 2999 831 691 6121
588 2999 823 684 6135
589 2998 832 680 6146
590 2997 855 677 6155
591 2998 869 681 6158
592 2998 877 681 6167
593 2999 877 696 6170
594 2998 899 706 6178
595 2999 908 711 6187
596 2999 930 726 6190
597 2999 946 731 6192
598 2997 979 744 6193
599 2995 1001 752 6198
600 2999 1007 771 6199
601 3000 1025 774 6205
602 2999 1057 799 6207
603 3000 1083 809 6207
604 2999 1089 821 6207
605 2998 1106 827 6209
606 2999 1117 849 6210
607 2999 1124 868 6213
608 2999 1140 877 6215
610 2998 1157 887 6216
611 2999 1170 895 6222
612 2999 1181 894 6226
613 2998 1190 892 6230
614 3000 1197 892 6238
615 2998 1215 900 6244
616 2998 1226 904 6248
617 2999 1239 911 6251
618 2999 1250 923 6252
619 2999 1267 941 6253
620 2999 1289 948 6254
621 2998 1322 986 6256
622 2999 1343 1000 6259
623 2999 1363 1006 6261
624 2999 1380 1023 6262
625 2999 1403 1072 6263
626 2998 1413 1082 6267
627 2998 1426 1110 6271
628 2998 1452 1151 6274
629 2999 1473 1163 6275
630 2998 1484 1165 6281
631 2998 1493 1170 6285
632 2999 1506 1176 6290
633 2999 1518 1198 6292
634 2998 1532 1199 6298
635 2999 1549 1206 6300
636 2999 1558 1206 6305
637 2998 1564 1201 6311
638 2999 1574 1201 6316
639 2999 1581 1225 6319
640 2999 1607 1245 6322
641 2998 1614 1251 6329
642 2999 1619 1262 6332
643 2998 1620 1282 6335
644 2999 1637 1315 6339
645 2998 1660 1361 6342
647 2999 1676 1377 6348
648 2999 1688 1383 6351
649 3000 1697 1388 6356
650 2994 1708 1387 6361
651 2999 1733 1399 6366
652 2999 1742 1397 6371
653 2997 1751 1397 6377
654 2998 1763 1400 6381
655 2994 1777 1404 6387
656 2998 1777 1395 6398
657 2997 1790 1412 6404
658 2998 1799 1429 6411
659 2997 1813 1444 6413
660 2999 1831 1469 6415
661 3000 1836 1507 6425
662 2998 1845 1527 6430
663 2998 1853 1565 6432
664 2999 1856 1602 6434
665 2999 1869 1617 6441
666 3000 1871 1646 6449
667 2999 1876 1652 6450
668 2999 1879 1657 6454
669 2995 1885 1680 6458
670 2999 1901 1695 6462
671 2997 1904 1725 6471
672 2999 1914 1736 6479
673 2999 1921 1749 6487
674 2999 1934 1765 6492
675 2997 1938 1777 6500
676 2998 1942 1781 6508
677 2998 1954 1786 6515
678 2997 1960 1804 6518
679 2999 1973 1815 6520
680 2997 1975 1817 6528
681 2999 1986 1816 6534
682 2999 1998 1811 6544
684 2998 2007 1824 6549
685 2998 2017 1826 6560
686 2999 2025 1835 6569
687 2999 2033 1839 6573
688 2999 2042 1838 6578
689 2999 2054 1852 6582
690 2999 2065 1902 6590
691 2999 2077 1907 6593
692 2999 2084 1912 6597
693 2997 2095 1918 6603
694 2999 2094 1922 6612
695 2998 2105 1932 6621
696 2998 2121 1954 6629
697 2995 2123 1957 6636
698 2999 2130 1960 6641
699 2999 2136 1974 6648
700 2997 2137 1979 6658
701 2998 2155 1976 6668
702 2998 2161 1971 6683
703 2997 2168 1969 6691
704 2999 2173 1993 6698
705 2999 2180 2011 6704
706 3000 2188 2015 6710
707 2997 2195 2019 6717
708 2999 2207 2023 6722
709 2998 2206 2012 6733
710 2999 2212 2026 6740
711 2997 2203 2034 6758
712 2998 2212 2045 6766
713 2998 2218 2049 6777
715 2998 2227 2070 6782
716 2999 2237 2083 6783
717 2999 2260 2085 6794
718 2998 2261 2093 6804
719 2998 2270 2094 6815
720 2998 2269 2099 6824
721 2999 2276 2114 6834
722 3000 2277 2115 6844
723 3000 2279 2111 6852
724 2998 2284 2114 6859
725 2999 2289 2127 6865
726 2996 2289 2127 6875
727 2998 2284 2120 6893
728 2996 2265 2142 6916
729 2999 2263 2152 6930
730 2998 2255 2160 6948
731 2999 2237 2149 6972
732 2995 2210 2130 7002
733 2999 2188 2122 7029
734 2999 2171 2108 7052
735 2997 2145 2088 7081
736 2999 2143 2097 7083
737 2998 2131 2092 7098
738 2997 2106 2076 7129
739 2998 2070 2040 7170
740 2994 2060 2018 7198
741 2999 2046 1995 7227
742 2999 2031 1977 7249
743 2999 2006 1947 7279
744 2996 1988 1930 7298
745 2999 1959 1901 7329
746 2999 1942 1880 7353
747 2997 1926 1868 7371
748 2999 1894 1840 7409
749 2999 1890 1847 7414
750 2999 1862 1826 7446
751 2999 1841 1812 7469
752 2995 1837 1811 7474
754 2998 1834 1815 7478
755 2999 1834 1819 7480
756 3000 1800 1778 7525
757 2994 1789 1751 7554
758 2995 1754 1710 7600
759 2999 1749 1684 7627
760 2996 1710 1635 7676
761 2999 1700 1617 7696
762 2994 1671 1584 7730
763 2997 1652 1561 7755
764 2998 1627 1537 7787
765 2995 1606 1527 7814
766 2998 1578 1501 7848
767 2998 1569 1494 7869
768 2996 1560 1482 7894
769 2999 1558 1493 7900
770 2997 1550 1469 7930
771 3000 1540 1454 7953
772 2997 1511 1430 7984
773 2999 1493 1418 8004
774 2998 1474 1403 8027
775 2996 1459 1384 8053
776 2998 1430 1365 8088
777 2998 1383 1326 8140
778 2998 1366 1319 8160
779 2997 1338 1291 8202
780 2997 1313 1256 8239
781 2999 1290 1226 8274
782 2996 1261 1194 8316
783 2999 1246 1179 8338
784 2998 1239 1161 8360
785 2999 1222 1140 8386
786 2996 1199 1117 8418
787 2995 1199 1111 8432
788 2999 1184 1092 8457
789 2997 1174 1074 8488
790 2998 1162 1065 8513
791 2998 1162 1049 8532
793 2998 1157 1040 8550
794 2999 1145 1038 8566
795 2997 1121 1020 8594
796 2997 1107 1006 8615
797 2999 1099 989 8641
798 2998 1083 971 8676
799 2997 1057 947 8712
800 2999 1056 956 8721
801 2998 1051 963 8730
802 2998 1038 954 8751
803 2998 1044 944 8768
804 2998 1034 927 8791
805 2996 1018 903 8822
806 2996 1018 897 8842
807 2999 1020 900 8861
808 2995 1009 898 8877
809 2997 1010 888 8890
810 2999 1002 876 8904
811 2994 995 870 8922
812 2999 976 861 8949
813 2998 976 860 8963
814 2999 974 872 8966
815 2999 974 886 8976
816 2997 974 885 8995
817 2999 966 875 9017
818 2999 965 859 9044
819 2998 961 861 9052
820 2999 970 856 9065
821 2992 963 853 9083
822 2998 951 837 9104
823 2995 942 822 9127
824 2998 935 814 9149
825 2999 938 817 9161
826 2999 945 814 9170
827 2999 951 811 9186
828 2998 953 816 9196
829 2998 970 828 9204
830 2997 980 828 9218
831 2999 984 827 9225
832 2996 992 832 9232
833 2999 1003 839 9238
834 2999 1013 845 9242
835 2999 1030 859 9242
836 2997 1053 875 9248
837 2999 1074 883 9251
838 2999 1083 892 9256
839 2999 1104 895 9258
840 2999 1119 918 9258
841 2999 1128 930 9260
843 2999 1133 948 9260
844 2999 1144 959 9262
845 2998 1170 973 9263
846 2999 1185 984 9269
847 2999 1197 990 9275
848 2999 1210 1005 9280
849 2998 1216 1011 9284
850 2999 1216 1026 9293
851 2999 1219 1032 9300
852 2998 1233 1068 9301
853 2999 1244 1075 9306
854 2996 1249 1067 9314
855 2998 1243 1074 9328
856 2999 1262 1097 9329
857 3000 1283 1119 9331
858 2998 1300 1138 9333
859 2999 1308 1157 9333
860 2998 1321 1170 9338
861 2999 1346 1179 9340
862 3000 1366 1193 9340
863 3000 1402 1206 9340
864 2999 1415 1220 9340
865 2999 1426 1222 9341
866 2999 1442 1228 9343
867 2999 1457 1248 9343
868 2999 1470 1255 9345
869 2999 1480 1269 9345
870 2999 1493 1291 9347
871 2995 1504 1294 9355
872 2998 1510 1299 9368
873 2998 1524 1320 9373
874 2999 1538 1325 9384
875 2997 1542 1345 9391
876 2998 1547 1360 9399
877 2998 1544 1354 9413
878 2998 1550 1368 9420
880 2999 1557 1378 9424
881 2999 1568 1383 9426
882 3000 1573 1382 9432
883 2999 1591 1387 9437
884 2998 1607 1392 9446
885 2998 1618 1419 9452
886 2999 1630 1438 9459
887 2999 1641 1445 9465
888 2999 1654 1458 9469
889 2996 1660 1472 9479
890 2999 1671 1483 9486
891 2999 1687 1486 9489
892 2998 1691 1479 9498
893 2999 1695 1484 9502
894 2999 1705 1487 9507
895 2998 1718 1491 9512
896 3000 1733 1498 9515
897 2999 1747 1511 9517
898 2999 1764 1525 9518
899 2999 1770 1551 9520
900 2999 1783 1578 9522
901 2999 1801 1604 9523
902 2999 1809 1614 9526
903 2999 1819 1622 9530
904 2997 1825 1637 9534
905 2998 1837 1641 9540
906 2998 1857 1662 9546
907 2998 1870 1673 9550
908 2997 1877 1689 9557
909 2998 1883 1715 9562
910 2996 1890 1721 9571
911 2999 1907 1731 9573
912 2998 1921 1735 9580
913 2999 1926 1746 9585
914 2997 1925 1743 9598
915 2998 1926 1753 9604
916 2999 1942 1766 9607
917 2999 1948 1780 9614
918 2999 1953 1776 9625
919 2998 1962 1790 9635
921 2999 1964 1799 9640
922 2997 1977 1825 9646
923 2999 1997 1841 9651
924 2999 1999 1840 9662
925 2997 2012 1844 9669
926 2999 2026 1850 9675
927 2999 2041 1865 9682
928 2996 2038 1868 9692
929 2993 2019 1861 9714
930 2998 2028 1875 9721
931 2998 2031 1874 9733
932 2999 2042 1874 9743
933 2999 2051 1903 9746
934 2999 2051 1916 9746
935 2999 2053 1941 9747
936 2999 2054 1961 9747
937 2997 2059 1973 9748
939 2997 2059 1991 9748
940 3000 2072 2000 9752
941 2999 2086 2012 9763
942 2997 2085 2018 9773
943 2998 2085 2025 9773
944 2997 2085 2015 9786
945 2996 2087 2011 9794
946 2999 2097 2006 9803
947 2999 2108 2004 9805
948 2999 2108 2011 9805
949 2997 2118 2011 9824
950 2998 2124 2023 9833
951 2999 2131 2020 9840
952 2993 2117 1998 9862
953 2997 2105 1981 9883
954 2999 2100 1968 9903
955 3000 2106 1972 9913
956 2997 2111 1966 9927
957 2999 2121 1975 9934
958 2999 2122 1977 9942
959 2999 2130 1980 9952
960 2996 2124 1984 9965
961 2999 2144 1994 9968
962 2998 2156 1991 9977
963 2995 2160 1987 9991
964 2999 2167 1997 9999
965 2999 2165 2006 10002
966 2999 2165 2018 10008
967 3000 2166 2026 10017
968 2996 2167 2030 10029
969 2997 2159 2022 10047
970 2999 2150 2031 10062
971 2998 2140 2031 10080
972 2997 2141 2038 10098
973 2997 2126 2035 10124
974 2998 2104 2020 10153
975 2999 2091 2013 10170
976 2999 2083 2006 10184
978 2999 2069 1995 10201
979 2994 2043 1977 10231
980 2994 2008 1949 10268
981 2997 1988 1933 10292
982 2999 1961 1913 10329
983 2999 1941 1893 10363
984 2997 1914 1858 10404
985 2999 1898 1839 10430
986 2999 1885 1826 10445
987 2996 1867 1809 10463
989 2994 1863 1794 10479
990 2999 1860 1786 10487
991 2999 1865 1784 10489
992 2996 1850 1773 10505
993 2997 1820 1751 10537
994 2998 1795 1737 10564
995 2997 1766 1716 10595
996 2999 1743 1697 10626
998 2999 1717 1676 10653
999 2999 1717 1689 10653
1000 2999 1717 1696 10654
1001 2999 1684 1661 10693
1002 2999 1672 1654 10706
1003 2997 1653 1637 10728
1004 2998 1630 1614 10754
1005 2998 1628 1593 10775
1006 2997 1608 1567 10801
1007 2998 1598 1551 10817
1009 2997 1598 1546 10824
1010 2999 1578 1522 10851
1011 2999 1567 1507 10868
1012 2998 1572 1500 10878
1013 2997 1556 1471 10909
1014 2995 1549 1455 10928
1015 3000 1545 1449 10942
1016 2999 1532 1430 10966
1017 2999 1520 1421 10982
1018 2995 1511 1422 10997
1019 2998 1502 1408 11014
1020 3000 1483 1389 11041
1021 2999 1482 1387 11050
1022 2999 1474 1375 11075
1023 2998 1468 1366 11098
1024 2999 1450 1362 11125
1025 2999 1426 1336 11152
1026 2995 1401 1316 11181
1027 2997 1380 1300 11206
1028 2998 1362 1288 11226
1029 2995 1336 1259 11260
1030 2998 1325 1253 11285
1031 2995 1302 1234 11319
1032 2999 1279 1215 11352
1033 2998 1273 1212 11361
1034 2997 1263 1200 11379
1035 2999 1249 1188 11398
1036 2998 1236 1168 11421
1037 2999 1232 1161 11442
1038 2998 1226 1147 11464
1039 2998 1213 1135 11488
1040 2999 1207 1120 11508
1041 2998 1203 1118 11521
1042 2999 1197 1110 11533
1043 2999 1192 1106 11543
1044 2998 1173 1087 11566
1045 2997 1153 1070 11593
1046 2999 1148 1058 11615
1047 2998 1144 1056 11633
1048 2998 1133 1049 11657
1049 2997 1136 1041 11672
1050 2997 1123 1027 11694
1051 2999 1123 1026 11703
1052 2997 1118 1013 11722
1053 2998 1103 1002 11739
1054 2996 1082 985 11764
1055 2999 1065 976 11785
1056 2997 1041 964 11813
1058 2998 1025 961 11832
1059 2998 1014 955 11853
1060 2999 1009 957 11866
1061 2999 1009 967 11866
1062 2999 1009 976 11866
1063 2999 1011 979 11867
1064 2999 1009 984 11869
1066 2999 1009 989 11869
1067 2999 1009 993 11873
1068 2999 1020 993 11878
1069 2999 1025 983 11890
1070 2997 1009 956 11917
1071 2999 1004 940 11935
1072 3000 1023 936 11939
1073 2999 1043 930 11947
1074 2995 1041 918 11961
1075 2998 1047 915 11966
1076 2999 1045 910 11975
1077 2999 1043 908 11982
1078 2996 1042 907 11991
1079 3000 1040 901 12004
1080 2999 1036 897 12017
1081 2998 1033 910 12020
1082 2994 1031 917 12029
1083 2999 1040 923 12037
1084 2996 1036 934 12051
1085 2998 1016 921 12078
1086 2996 1009 918 12097
1087 2999 1009 922 12111
1088 2998 1009 923 12121
1090 2999 1009 928 12124
1091 3000 1013 943 12125
1092 2997 1003 930 12148
1093 2997 1010 930 12165
1095 2996 999 909 12193
1096 2999 1007 915 12200
1097 2999 1007 925 12200
1098 2999 1004 923 12208
1099 2999 1015 924 12211
1100 2999 1025 922 12217
1101 2999 1036 927 12222
1102 2999 1037 926 12240
1103 2998 1041 938 12250
1104 2999 1049 947 12259
1105 2999 1073 949 12259
1106 2999 1084 952 12262
1107 2999 1093 954 12265
1108 2997 1099 961 12272
1110 2999 1100 977 12273
1111 2995 1104 979 12282
1112 2998 1114 994 12287
1113 2996 1114 1002 12287
1114 2999 1128 1021 12288
1115 2998 1140 1030 12293
1116 3000 1149 1039 12299
1117 2999 1162 1062 12301
1118 2999 1173 1069 12302
1119 2999 1183 1082 12306
1120 2999 1202 1089 12307
